"","id","baseMeanA","baseMeanB","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ZN1","ZN2","ZN3","ZP1","ZP2","ZP3","gene_name"
"38","ENSG00000099860",227.244215385119,2243.50896038749,1235.3765878863,3.110424627309,0.14631910240488,21.2578164859305,2.79103254680165e-100,4.03647714710907e-97,209,313,269,1892,2068,1935,"GADD45B"
"39","ENSG00000175197",924.343983136386,8121.09258014935,4522.71828164287,2.96376984255228,0.142121541694965,20.8537692963774,1.408759476211e-96,1.8918633508745e-93,888,1127,1173,7080,8257,6076,"DDIT3"
"40","ENSG00000108771",55.8886402800901,951.828390521078,503.858515400584,3.70287382252011,0.18043932730034,20.5214344229776,1.38563199863273e-93,1.73675114708627e-90,57,76,62,855,928,718,"DHX58"
"41","ENSG00000125347",152.208396445969,1773.05593833956,962.632167392766,3.28103909918382,0.162217042080308,20.2262293597949,5.75382689021046e-91,6.76110621017793e-88,185,191,155,1718,1512,1383,"IRF1"
"42","ENSG00000089127",230.892428246753,2166.54176691779,1198.71709758227,3.01869319334482,0.154512469122299,19.5368905208257,5.33339745514568e-85,5.89842385612905e-82,271,267,261,1733,1738,2199,"OAS1"
"43","ENSG00000087074",1158.91452445172,7458.53258608339,4308.72355526755,2.55014505210318,0.136789685561324,18.6428168296354,1.44431243355028e-77,1.50858433684327e-74,1309,1451,1270,7222,6643,5579,"PPP1R15A"
"44","ENSG00000137628",1470.72913227821,6800.73994890273,4135.73454059047,2.12936621826535,0.116265277341461,18.314721875316,6.31487126202702e-75,6.24873129459842e-72,1827,1941,1390,4800,6399,6811,"DDX60"
"45","ENSG00000162772",899.885346473505,6218.51204129739,3559.19869388545,2.62464212670857,0.147200435271473,17.8303965057447,4.10499591388003e-71,3.85890140884293e-68,1050,941,1099,5677,6036,4611,"ATF3"
"46","ENSG00000155918",2.17699439492145,413.965052257277,208.071023326099,4.84465138320624,0.272220603533939,17.7967843738258,7.48448844794146e-71,6.70075558617844e-68,3,0,4,413,416,255,"RAET1L"
"47","ENSG00000138642",368.377040438611,1905.45082460653,1136.91393252257,2.26257752345997,0.130065739477859,17.3956457137979,8.90179025298137e-68,7.60738902483194e-65,452,468,367,1479,1723,1817,"HERC6"
"48","ENSG00000150961",1156.33972601718,5295.70800961584,3226.02386781651,2.09890945178602,0.127529172329577,16.4582692214277,7.31626623958222e-61,5.98057050306023e-58,1341,1549,1159,4952,4822,4069,"SEC24D"
"49","ENSG00000144802",82.7522473353752,1039.76565442556,561.25895088047,3.22404613009947,0.1979969214433,16.2833144404356,1.29652425677199e-59,1.01566468964876e-56,103,121,69,1075,936,692,"NFKBIZ"
"50","ENSG00000135114",33.5021258768209,4913.38927070995,2473.44569829338,4.65286541762694,0.286191971352209,16.257847470853,1.96521771178769e-59,1.47792232797282e-56,44,28,42,5369,4401,2962,"OASL"
"51","ENSG00000157514",1085.75036085238,3914.77940795599,2500.26488440418,1.79110892515418,0.110453793682109,16.2159113367267,3.89260471649072e-59,2.81480235672085e-56,1185,1383,1208,3021,4160,3217,"TSC22D3"
"52","ENSG00000172602",14.6936759235364,529.289088689027,271.991382306282,4.00548082454178,0.250651974750909,15.9802484242237,1.75445332917766e-57,1.22168433488405e-54,19,21,12,602,434,327,"RND1"
"53","ENSG00000164949",39.8947305493296,586.407340517068,313.151035533199,3.34603285379632,0.210886940197034,15.8664773203598,1.08142591391772e-56,7.2613887884168e-54,42,57,41,574,486,463,"GEM"
"54","ENSG00000130303",338.353145555221,2407.09724479339,1372.72519517431,2.61501448077922,0.166230950210179,15.7312129749174,9.24234232332981e-56,5.99190613865255e-53,407,331,420,1622,2223,2534,"BST2"
"55","ENSG00000185885",5.96598927553339,294.092363868754,150.029176572144,4.09721187382781,0.260536557456853,15.7260536249556,1.00268881370128e-55,6.28385079546589e-53,4,10,7,237,277,261,"IFITM1"
"56","ENSG00000111331",872.924857699404,3494.97471683782,2183.94978726861,1.91965790508184,0.123130514639838,15.5904319144358,8.45598972315772e-55,5.08492271401857e-52,1036,1150,869,2803,2976,3390,"OAS3"
"57","ENSG00000205413",466.100801926597,2171.45266005119,1318.77673098889,2.11052090461319,0.135385718514071,15.5889478430757,8.65472724049753e-55,5.08492271401857e-52,477,619,527,1605,1984,2144,"SAMD9"
"58","ENSG00000107731",381.680188231184,1608.55848941365,995.119338822417,1.97950555804035,0.130422720388511,15.1776128587387,4.97562521547985e-52,2.83474938412838e-49,455,507,375,1237,1473,1531,"UNC5B"
"59","ENSG00000106366",1195.96197070188,7606.83195203223,4401.39696136705,2.46586276172095,0.165718926838751,14.8797895856537,4.45899633152145e-50,2.46569382438044e-47,1244,1272,1577,4567,7334,8373,"SERPINE1"
"60","ENSG00000067066",80.5689986469295,903.930271108111,492.24963487752,3.03847836777631,0.207811332563175,14.6213314274024,2.05344954268125e-48,1.10305442434143e-45,123,79,77,576,777,1039,"SP100"
"61","ENSG00000136826",418.438273346624,1915.1224082611,1166.78034080386,2.07010319610421,0.144083157201525,14.3674197339305,8.28612870301873e-47,4.32743071515153e-44,471,533,453,1786,1716,1501,"KLF4"
"62","ENSG00000143067",586.741800137242,1933.19929840535,1259.9705492713,1.65586829340715,0.11847566311222,13.9764425022776,2.17070426544429e-44,1.10301110525995e-41,715,757,580,1498,2040,1594,"ZNF697"
"63","ENSG00000124145",1317.38687129142,5002.02627307143,3159.70657218143,1.83460339636838,0.131602336586638,13.9405077748039,3.59374305236145e-44,1.77805166124862e-41,1590,1728,1294,4730,4618,3729,"SDC4"
"64","ENSG00000185022",356.735062650626,1697.75946220403,1027.24726242733,2.1112916412815,0.151540814975927,13.9321650184928,4.03923118301077e-44,1.94722014030219e-41,359,412,456,1334,1603,1542,"MAFF"
"65","ENSG00000080031",103.504497764438,723.789504226649,413.647000995543,2.53769153090989,0.183448284121007,13.833280278795,1.60529817625426e-43,7.54530275293908e-41,120,124,115,479,674,767,"PTPRH"
