"","id","baseMeanA","baseMeanB","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ZN1","ZN2","ZN3","ZP1","ZP2","ZP3","gene_name"
"28","ENSG00000119917",605.191687338513,10590.3235359025,5597.7576116205,3.98678825601175,0.113096963984381,35.2510634729536,3.30460559086585e-272,2.07099632379563e-268,721,860,552,9038,9748,9025,"IFIT3"
"29","ENSG00000126709",532.845187183288,9972.15877721737,5252.50198220033,4.03686647912578,0.128330594368034,31.45677380367,3.39139850468108e-217,1.59404208216273e-213,628,765,486,8615,8206,9221,"IFI6"
"30","ENSG00000137959",17.3221944148793,2062.55204413653,1039.9371192757,6.03605970596961,0.194159184767434,31.0882007111828,3.4773699972086e-212,1.30756066635038e-208,10,30,21,1850,1857,1692,"IFI44L"
"31","ENSG00000107201",461.822861537251,5367.25331572539,2914.53808863132,3.41829831597955,0.11327355118434,30.1773739786498,4.69308240278702e-200,1.47057737091331e-196,500,607,503,4290,4911,4928,"DDX58"
"32","ENSG00000137965",54.5016086312519,1875.39090159516,964.946255113204,4.68068530007619,0.167312120996345,27.9757693118865,3.20399326722945e-172,8.60546820245442e-169,68,84,42,1287,1814,1877,"IFI44"
"33","ENSG00000111335",17.7271340805882,1682.72299862682,850.225066353704,5.65181745447945,0.20822280746011,27.143123865344,3.05240754781136e-162,7.17353928830016e-159,16,13,30,1471,1347,1569,"OAS2"
"34","ENSG00000271503",1.15988863201932,1644.36525979339,822.762574212707,6.71871088078188,0.252810734959557,26.5760505852598,1.2843392334322e-155,2.68298465863986e-152,0,2,2,1813,1481,966,"CCL5"
"35","ENSG00000119922",937.613092185079,15272.5722452453,8105.09266871517,3.79984385659926,0.143322248014072,26.5125890031125,6.93910596583322e-155,1.3046213126363e-151,1172,1228,887,15232,13835,10721,"IFIT2"
"36","ENSG00000169248",1.15154682344183,764.401851938451,382.776699380946,5.84779640980736,0.260985147594973,22.4066252953316,3.39188812582893e-111,5.7973535139736e-108,4,0,0,795,662,526,"CXCL11"
"37","ENSG00000187608",2031.52293995683,14695.6663148084,8363.59462738262,2.7384983267502,0.12342301534161,22.1879065194655,4.4943339493481e-109,7.04149771514114e-106,2158,2601,2302,11438,12399,14747,"ISG15"
